JUGADOR;POS;PJ;PI;MIN;PTS;RB;TP;AS;TC;T3;TL;BR;BP;FP;EF;OR;DR;v;Derrota;PF;PC;Equipo;Edad;Altura;FGM;FGA;FTM;FTA;;;;;;;;;;;;;
C. Anthony;P/AP;78;78;32,1;16,2;5,8;0,6;1,3;0,40;0,36;0,77;0,6;1,3;2,5;13,8;0,9;4,9;48;34;107,9;104,4;OKC;34;203,2;6,1;15;1,9;2,5;;;;;;;;;;;;;
S. Adams;P;76;76;32,7;13,9;9;1;1,2;0,63;0,00;0,56;1,2;1,7;2,8;19,5;5,1;4;48;34;107,9;104,4;OKC;34;203,2;5,9;9,4;2,1;3,8;;;;;;;;;;;;;
C. Brewer;AL/AP;18;16;28,6;10,1;3,4;0,3;1,3;0,44;0,34;0,80;2,1;0,6;3,1;11,8;1,1;2,3;48;34;107,9;104,4;OKC;32;205,74;3,6;8;1,7;2,2;;;;;;;;;;;;;
J. Grant;AP;81;1;20,3;8,4;3,9;1;0,7;0,54;0,29;0,68;0,4;0,7;1,9;10,1;1,1;2,9;48;34;107,9;104,4;OKC;24;205,74;3;5,6;2;3;;;;;;;;;;;;;
R. Felton;B/ES;82;2;16,6;6,9;1,9;0,2;2,5;0,41;0,35;0,82;0,6;0,9;1,1;7;0,3;1,6;48;34;107,9;104,4;OKC;34;185,42;2,7;6,7;0,4;0,5;;;;;;;;;;;;;
A. Roberson;ES/AL;39;39;26,6;5;4,7;0,9;1,2;0,54;0,22;0,32;1,2;0,8;2,3;9,6;1,9;2,8;48;34;107,9;104,4;OKC;26;200,66;2,2;4,2;0,3;1;;;;;;;;;;;;;
A. Abrines;ES/AL;75;8;15,1;4,7;1,5;0,1;0,4;0,40;0,38;0,85;0,5;0,3;1,7;4,4;0,3;1,2;48;34;107,9;104,4;OKC;24;198,12;1,5;3,9;0,5;0,6;;;;;;;;;;;;;
P. Patterson;P/AP;82;3;15,5;3,9;2,4;0,3;0,7;0,40;0,39;0,87;0,6;0,4;1,1;5,4;0,4;2;48;34;107,9;104,4;OKC;29;205,74;1,3;3,2;0,5;0,6;;;;;;;;;;;;;
T. Ferguson;AL;61;12;12,5;3,1;0,8;0,2;0,3;0,41;0,33;0,90;0,4;0,2;1,4;2,9;0,3;0,5;48;34;107,9;104,4;OKC;20;200,66;1,1;2,8;0,1;0,2;;;;;;;;;;;;;
J. Huestis;ES/AL;69;10;14,2;2,3;2,3;0,6;0,3;0,33;0,29;0,30;0,2;0,4;1,2;3,4;0,6;1,7;48;34;107,9;104,4;OKC;26;200,66;0,9;2,6;0,1;0,3;;;;;;;;;;;;;
N. Collison;P/AP;15;0;5;2,1;1,3;0;0,3;0,68;0,00;0,39;0;0,5;0,5;2,3;0,5;0,9;48;34;107,9;104,4;OKC;37;208,28;0,9;1,3;0,3;0,9;;;;;;;;;;;;;
D. Hamilton;ES/AL;6;0;4,7;2;0,8;0;1,3;0,46;0,40;0,00;0,2;0,3;0,3;3;0;0,8;48;34;107,9;104,4;OKC;22;200,66;0,8;1,8;0;0;;;;;;;;;;;;;
K. Singler;AL/AP;12;0;4,9;1,9;0,8;0;0,2;0,33;0,40;0,54;0,1;0,3;0,3;1,1;0,1;0,8;48;34;107,9;104,4;OKC;30;203,2;0,6;1,8;0,6;1,1;;;;;;;;;;;;;
D. Johnson;P;31;6;5,2;1,8;1,1;0,3;0,3;0,56;0,00;0,55;0,2;0,1;0,9;2,6;0,5;0,6;48;34;107,9;104,4;OKC;22;213,36;0,7;1,3;0,4;0,6;;;;;;;;;;;;;
P. Dozier;AL;2;0;1,5;1;0,5;0;0;0,50;0,00;0,00;0;0,5;0,5;0,5;0;0,5;48;34;107,9;104,4;OKC;21;198,12;0,5;1;0;0;;;;;;;;;;;;;
E. Fournier;ES/AL;57;57;32,2;17,8;3,2;0,3;2,9;0,46;0,38;0,87;0,8;1,7;2,4;15,2;0,4;2,8;25;57;103,4;108,2;ORL;25;200,66;6,5;14,1;2,6;3;;;;;;;;;;;;;
A. Gordon;AL/AP;58;57;32,9;17,6;7,9;0,8;2,3;0,43;0,34;0,70;1;1,8;1,9;18,2;1,5;6,4;25;57;103,4;108,2;ORL;22;205,74;6,5;14,9;2,7;3,9;;;;;;;;;;;;;
N. Vucevic;P;57;57;29,5;16,5;9,2;1,1;3,4;0,48;0,31;0,82;1;1,9;2,5;21,1;1,8;7,4;25;57;103,4;108,2;ORL;27;213,36;7;14,7;1,4;1,6;;;;;;;;;;;;;
J. Simmons;ES/AL;69;50;29,4;13,9;3,5;0,2;2,5;0,47;0,34;0,77;0,8;2,1;2,5;12,1;0,9;2,6;25;57;103,4;108,2;ORL;28;198,12;5,1;11;2,7;3,5;;;;;;;;;;;;;
E. Payton;B;44;44;28,6;13;4;0,4;6,3;0,52;0,37;0,63;1,5;2,6;2,2;16,5;1,1;2,9;25;57;103,4;108,2;ORL;24;193,04;5,4;10,4;1,6;2,6;;;;;;;;;;;;;
D. Augustin;B;75;36;23,5;10,2;2,1;0;3,8;0,45;0,42;0,87;0,7;1,6;1,3;11;0,4;1,7;25;57;103,4;108,2;ORL;30;182,88;3,3;7,2;2,2;2,5;;;;;;;;;;;;;
M. Hezonja;AL/AP;75;30;22,1;9,6;3,7;0,4;1,4;0,44;0,34;0,82;1,1;1,1;1,8;10,3;0,5;3,2;25;57;103,4;108,2;ORL;23;203,2;3,6;8,2;1,1;1,4;;;;;;;;;;;;;
T. Ross;ES/AL;24;20;25;8,7;3;0,5;1,6;0,40;0,32;0,75;1,1;1,2;1,9;8,5;0,4;2,6;25;57;103,4;108,2;ORL;27;200,66;3,2;8;1,1;1,5;;;;;;;;;;;;;
M. Speights;P/AP;52;3;13;7,7;2,6;0,4;0,8;0,40;0,37;0,73;0,2;0,8;2;6,5;0,4;2,2;25;57;103,4;108,2;ORL;30;208,28;2,7;6,7;0,8;1,1;;;;;;;;;;;;;
S. Mack;B/ES;69;3;19,8;6,9;2,4;0,1;3,9;0,43;0,35;0,71;0,8;1,3;1,3;9;0,3;2,1;25;57;103,4;108,2;ORL;28;190,5;2,6;6;1;1,4;;;;;;;;;;;;;
R. Purvis;ES;16;2;18,1;6;1,7;0,2;1,1;0,33;0,25;0,87;0,2;0,6;1,6;3,9;0,1;1,6;25;57;103,4;108,2;ORL;24;193,04;2,2;6,7;0,8;0,9;;;;;;;;;;;;;
B. Biyombo;P;82;25;18,2;5,7;5,7;1,2;0,8;0,52;0,00;0,65;0,3;1;1,9;9,9;1,8;4;25;57;103,4;108,2;ORL;25;205,74;2,2;4,3;1,2;1,9;;;;;;;;;;;;;
J. Isaac;P/AP;27;10;19,8;5,4;3,7;1,1;0,7;0,38;0,35;0,76;1,2;1;1,8;7,5;0,6;3,1;25;57;103,4;108,2;ORL;20;208,28;2;5,4;0,7;0,9;;;;;;;;;;;;;
J. Artis;ES/AL;15;1;18,6;5,1;2,5;0,2;1,2;0,39;0,28;0,58;0,1;0,5;0,7;5,1;0,3;2,3;25;57;103,4;108,2;ORL;25;201;2,1;5,3;0,5;0,8;;;;;;;;;;;;;
K. Birch;P;42;0;13,8;4,2;4,3;0,5;0,8;0,54;0,00;0,69;0,4;0,5;1,3;7,9;1,7;2,6;25;57;103,4;108,2;ORL;25;205,74;1,6;3;1;1,5;;;;;;;;;;;;;
A. Payne;AP;5;0;8,6;4,2;1,8;0;0;0,70;0,67;0,83;0,4;0,4;1,2;5,2;0,4;1,4;25;57;103,4;108,2;ORL;27;208,28;1,4;2;1;1,2;;;;;;;;;;;;;
W. Iwundu;AL;62;12;16,5;3,7;2,2;0,2;0,9;0,43;0,20;0,72;0,5;0,5;1,3;4,8;0,6;1,6;25;57;103,4;108,2;ORL;23;200,66;1,5;3,5;0,5;0,8;;;;;;;;;;;;;
A. Afflalo;ES/AL;53;3;12,8;3,4;1,2;0,2;0,6;0,40;0,39;0,85;0,1;0,4;1,1;3,1;0,1;1,2;25;57;103,4;108,2;ORL;32;195,58;1,2;3,1;0,4;0,5;;;;;;;;;;;;;
R. Vaughn;ES;5;0;7;1;0,8;0;0;0,33;0,50;0,00;0,2;0,4;0,4;0,8;0,2;0,6;25;57;103,4;108,2;ORL;21;198,12;0,4;1,2;0;0;;;;;;;;;;;;;
J. Embiid;P;63;63;30,3;22,9;11;1,8;3,2;0,48;0,31;0,77;0,6;3,7;3,3;25,3;2,3;8,7;52;30;109,8;105,3;PHI;24;213,36;8,1;16,8;5,7;7,4;;;;;;;;;;;;;
J. Redick;ES;70;70;30,2;17,1;2,5;0,1;3;0,46;0,42;0,90;0,5;1,5;1,8;14,7;0,1;2,4;52;30;109,8;105,3;PHI;34;193,04;5,8;12,6;2,8;3,1;;;;;;;;;;;;;
B. Simmons;B;81;81;33,7;15,8;8,1;0,9;8,2;0,55;0,00;0,56;1,7;3,4;2,6;23,8;1,8;6,3;52;30;109,8;105,3;PHI;21;208,28;6,7;12,3;2,4;4,2;;;;;;;;;;;;;
D. Saric;P/AP;78;73;29,6;14,6;6,7;0,3;2,6;0,45;0,39;0,86;0,7;1,9;2,1;16,3;2;4,7;52;30;109,8;105,3;PHI;24;208,28;5,2;11,4;2,3;2,7;;;;;;;;;;;;;
M. Belinelli;ES/AL;28;1;26,3;13,6;1,8;0,3;1,6;0,50;0,39;0,87;0,7;1,4;1,8;11,3;0,2;1,6;52;30;109,8;105,3;PHI;32;195,58;4,9;10;1,7;1,9;;;;;;;;;;;;;
R. Covington;AP;80;80;31,6;12,6;5,4;0,9;2;0,41;0,37;0,85;1,7;1,6;3;14,6;0,7;4,7;52;30;109,8;105,3;PHI;27;205,74;4,3;10,5;1,5;1,7;;;;;;;;;;;;;
E. Ilyasova;P/AP;23;3;24,1;10,8;6,7;0,4;1,7;0,44;0,36;0,73;0,7;1,3;2,8;13,4;1,9;4,8;52;30;109,8;105,3;PHI;31;208,28;4;9,2;1,4;2;;;;;;;;;;;;;
J. Bayless;B/ES;39;11;23,7;7,9;2,1;0,2;1,4;0,42;0,37;0,80;0,6;1,2;2,3;6,7;0,4;1,7;52;30;109,8;105,3;PHI;29;190,5;2,8;6,7;0,9;1,1;;;;;;;;;;;;;
M. Fultz;B;14;0;18,1;7,1;3,1;0,3;3,8;0,41;0,00;0,48;0,9;1,2;1,6;8,4;0,8;2,3;52;30;109,8;105,3;PHI;20;193,04;3,2;7,9;0,7;1,5;;;;;;;;;;;;;
R. Holmes;P;48;2;15,5;6,5;4,4;0,6;1,3;0,56;0,13;0,66;0,4;0,5;2;10;1,2;3,2;52;30;109,8;105,3;PHI;24;208,28;2,8;5;0,8;1,2;;;;;;;;;;;;;
T. McConnell;B;76;1;22,4;6,3;3;0,2;4;0,50;0,44;0,80;1,2;1,5;1,6;10,3;0,5;2,5;52;30;109,8;105,3;PHI;26;187,96;2,8;5,5;0,4;0,5;;;;;;;;;;;;;
J. Anderson;AL/AP;38;0;13,7;6,2;2,4;0,2;0,7;0,43;0,33;0,74;0,4;0,4;1,4;6,2;0,7;1,8;52;30;109,8;105,3;PHI;24;198,12;2,3;5,3;0,7;1;;;;;;;;;;;;;
T. Luwawu;AL/AP;52;7;15,5;5,8;1,4;0,1;1;0,38;0,34;0,79;0,2;0,7;1,9;4,3;0,3;1,1;52;30;109,8;105,3;PHI;23;198,12;1,9;5,1;0,9;1,1;;;;;;;;;;;;;
J. Okafor;P;2;0;12,5;5;4,5;1;0,5;0,44;0,00;0,50;0;1,5;3,5;6;2;2,5;52;30;109,8;105,3;PHI;22;210,82;2;4,5;1;2;;;;;;;;;;;;;
T. Booker;P/AP;33;0;15;4,7;3,7;0,3;0,8;0,56;0,29;0,82;0,5;0,6;1,5;7,8;1,4;2,3;52;30;109,8;105,3;PHI;30;203,2;1,8;3,3;1;1,2;;;;;;;;;;;;;
A. Johnson;P;74;18;15,8;4,6;4,5;0,6;1,6;0,54;0,31;0,61;0,6;0,7;2,6;9,1;1,7;2,8;52;30;109,8;105,3;PHI;31;205,74;1,9;3,5;0,7;1,1;;;;;;;;;;;;;
J. Young;ES/AL;6;0;10,2;2,8;0,3;0;0,3;0,36;0,30;0,67;0;0,2;0,7;1,5;0;0,3;52;30;109,8;105,3;PHI;22;198,12;0,8;2,3;0,7;1;;;;;;;;;;;;;
J. McAdoo;AP;3;0;6;2,7;0,7;0,3;0;0,29;0,29;1,00;0;0,3;0,3;1,7;0;0,7;52;30;109,8;105,3;PHI;25;205,74;0,7;2,3;0,7;0,7;;;;;;;;;;;;;
D. Jackson;B;3;0;5,7;2,7;0,3;0;1,3;0,75;1,00;0,50;0,3;0,3;0,3;3,7;0,3;0;52;30;109,8;105,3;PHI;24;185;1;1,3;0,3;0,7;;;;;;;;;;;;;
F. Korkmaz;ES;14;0;5,7;1,6;0,8;0,1;0,3;0,29;0,29;0,50;0,1;0,1;0,9;1,2;0,1;0,6;52;30;109,8;105,3;PHI;20;200,66;0,6;2;0,1;0,3;;;;;;;;;;;;;
N. Stauskas;ES;6;0;7,5;0,7;0,2;0;0,2;0,25;0,00;1,00;0,7;0,7;0,5;0,5;0;0,2;52;30;109,8;105,3;PHI;24;193,04;0,2;0,7;0,3;0,3;;;;;;;;;;;;;
J. Pullen;B;3;0;2;0,7;0;0;0;0,50;0,00;0,00;0;0,3;0;0;0;0;52;30;109,8;105,3;PHI;34;193,04;0,3;0,7;0;0;;;;;;;;;;;;;
L. Drew II;B;3;0;5;0,7;0,3;0;0,7;0,14;0,00;0,00;0;0,3;0,7;-0,7;0,3;0;52;30;109,8;105,3;PHI;28;187,96;0,3;2,3;0;0;;;;;;;;;;;;;
D. Booker;B/ES;54;54;34,5;24,9;4,5;0,3;4,7;0,43;0,38;0,88;0,9;3,6;3,1;19,8;0,5;4;21;61;103,9;113,3;PHX;21;198,12;8,4;19,5;5,4;6,1;;;;;;;;;;;;;
T. Warren;AL/AP;65;65;33;19,6;5,1;0,6;1,3;0,50;0,22;0,76;1;1,3;2,3;17,1;1,9;3,2;21;61;103,9;113,3;PHX;24;203,2;8,1;16,4;3;3,9;;;;;;;;;;;;;
E. Bledsoe;B/ES;3;3;27,7;15,7;2,3;0,7;3;0,40;0,31;0,79;1,3;3,3;2;10,7;1;1,3;21;61;103,9;113,3;PHX;28;185,42;5,3;13,3;3,7;4,7;;;;;;;;;;;;;
J. Jackson;AL;77;35;25,4;13,1;4,6;0,5;1,5;0,42;0,26;0,63;1;1,9;2,8;10,5;1,2;3,3;21;61;103,9;113,3;PHX;21;203,2;5,1;12,1;2,3;3,6;;;;;;;;;;;;;
E. Payton;B;19;19;29;11,8;5,3;0,3;6,2;0,44;0,20;0,69;1;2,8;2,6;14,6;0,9;4,4;21;61;103,9;113,3;PHX;24;193,04;4,8;11;1,9;2,8;;;;;;;;;;;;;
G. Monroe;P;20;14;23,3;11,3;8;0,3;2,5;0,63;0,00;0,67;0,8;2;2;17,2;2,5;5,5;21;61;103,9;113,3;PHX;28;210,82;4,9;7,8;1,6;2,3;;;;;;;;;;;;;
M. James;B;32;10;20,9;10,4;2,8;0,2;3,8;0,39;0,27;0,76;0,8;1,5;1,4;9,9;0,4;2,4;21;61;103,9;113,3;PHX;25;200,66;3,8;9,8;2;2,6;;;;;;;;;;;;;
I. Canaan;B;19;1;22;9,1;2,3;0,1;4;0,38;0,33;0,90;0,8;1,5;1,9;10,1;0,3;2;21;61;103,9;113,3;PHX;27;182,88;2,7;7,2;2,4;2,7;;;;;;;;;;;;;
T. Daniels;ES/AL;79;15;20,5;8,9;1,6;0,1;0,6;0,40;0,40;0,88;0,3;0,7;1,7;6,4;0,2;1,5;21;61;103,9;113,3;PHX;27;193;2,9;7,3;0,7;0,8;;;;;;;;;;;;;
A. Len;P;69;13;20,2;8,5;7,5;0,9;1,2;0,57;0,33;0,68;0,4;1,1;2,3;13,9;2,5;5;21;61;103,9;113,3;PHX;25;215,9;3,1;5,5;2,3;3,3;;;;;;;;;;;;;
T. Ulis;B;71;43;23,4;7,8;1,8;0,1;4,4;0,39;0,29;0,83;1;1,8;1,7;8,3;0,3;1,5;21;61;103,9;113,3;PHX;22;177,8;3;7,8;1,2;1,4;;;;;;;;;;;;;
M. Chriss;P/AP;72;49;21,2;7,7;5,5;1;1,2;0,42;0,30;0,61;0,7;1,5;2,8;9,9;1,1;4,4;21;61;103,9;113,3;PHX;20;208,28;2,8;6,6;1,3;2,2;;;;;;;;;;;;;
D. House;AL;23;3;17,5;6,6;3,3;0,3;1,1;0,43;0,26;0,81;0,3;0,5;1;7,7;0,6;2,7;21;61;103,9;113,3;PHX;25;200,66;2,4;5,6;1,1;1,3;;;;;;;;;;;;;
S. Harrison;ES/AL;23;2;16,7;6,6;2,7;0,3;2,4;0,48;0,23;0,74;1,1;1;1,8;8,9;0,4;2,3;21;61;103,9;113,3;PHX;24;193,04;2,6;5,4;1,2;1,7;;;;;;;;;;;;;
D. Bender;P/AP;82;37;25,2;6,5;4,4;0,6;1,6;0,39;0,37;0,77;0,3;1,4;2;8,2;0,5;3,9;21;61;103,9;113,3;PHX;20;215,9;2,3;5,9;0,5;0,6;;;;;;;;;;;;;
T. Chandler;P;46;46;25;6,5;9,1;0,6;1,2;0,65;0,00;0,62;0,3;1,3;2,3;14,2;2,9;6,2;21;61;103,9;113,3;PHX;35;215,9;2,6;4,1;1,3;2;;;;;;;;;;;;;
J. Gray;B;5;0;17,2;6,4;2;0,4;2,4;0,27;0,23;0,64;1,6;1,4;1,6;4,6;0,4;1,6;21;61;103,9;113,3;PHX;24;185,42;2,2;8,2;1,4;2,2;;;;;;;;;;;;;
A. Peters;AP;20;0;11,3;4,1;1,9;0,1;0,6;0,38;0,31;0,80;0,1;0,2;0,7;4,2;0,4;1,5;21;61;103,9;113,3;PHX;32;200,66;1,4;3,7;0,4;0,5;;;;;;;;;;;;;
A. Williams;P/AP;5;0;14;4;4,4;0,2;1,6;0,39;0,00;0,67;1;1,4;2,6;7;0,6;3,8;21;61;103,9;113,3;PHX;25;203,2;1,4;3,6;1,2;1,8;;;;;;;;;;;;;
J. Dudley;AP;48;0;14,3;3,2;2;0,2;1,6;0,39;0,36;0,77;0,5;0,6;1,8;5,2;0,2;1,8;21;61;103,9;113,3;PHX;32;200,66;1,4;3,7;0,4;0,5;;;;;;;;;;;;;
D. Reed;ES/AL;21;1;11,5;3;1,9;0,1;0,6;0,29;0,29;0,67;0,5;0,5;0,8;2,8;0,1;1,8;21;61;103,9;113,3;PHX;23;198,12;1;3,6;0,4;0,6;;;;;;;;;;;;;
D. Jones Jr.;AP;6;0;5,5;1,5;0,7;0,7;0,5;0,50;0,00;0,83;0,2;0,2;0,3;2,8;0,3;0,3;21;61;103,9;113,3;PHX;25;200,66;0,3;0,7;0,8;1;;;;;;;;;;;;;
D. Lillard;B;73;73;36,6;26,9;4,5;0,4;6,6;0,44;0,36;0,92;1,1;2,8;1,6;25;0,8;3,6;49;33;105,6;103;POR;27;190,5;8,5;19,4;6,8;7,4;;;;;;;;;;;;;
C. McCollum;B/ES;81;81;36,1;21,4;4;0,4;3,4;0,44;0,40;0,84;1;1,9;2,1;17,4;0,7;3,3;49;33;105,6;103;POR;26;190,5;8,2;18,6;2,6;3,1;;;;;;;;;;;;;
J. Nurkic;P;79;79;26,4;14,3;9;1,4;1,8;0,51;0,00;0,63;0,8;2,3;3,1;17,8;2,4;6,6;49;33;105,6;103;POR;23;213,36;6,1;12;2,2;3,5;;;;;;;;;;;;;
A. Aminu;AL/AP;69;67;30;9,3;7,6;0,6;1,2;0,40;0,37;0,74;1,1;1,1;2;13,3;1,4;6,2;49;33;105,6;103;POR;27;205,74;3,3;8,4;0,9;1,2;;;;;;;;;;;;;
S. Napier;B;74;9;20,7;8,7;2,3;0,2;2;0,42;0,38;0,84;1,1;1,2;1,1;8,6;0,4;1,9;49;33;105,6;103;POR;26;185,42;3;7,2;1,6;1,9;;;;;;;;;;;;;
E. Turner;ES/AL;79;40;25,7;8,2;3,1;0,4;2,2;0,45;0,32;0,85;0,6;1,3;2,1;9;0,4;2,7;49;33;105,6;103;POR;29;200,66;3,3;7,3;1,2;1,4;;;;;;;;;;;;;
M. Harkless;AL/AP;59;37;21,4;6,5;2,7;0,7;0,9;0,50;0,42;0,71;0,8;0,7;1,7;8,2;0,8;2;49;33;105,6;103;POR;25;205,74;2,5;5;0,7;1;;;;;;;;;;;;;
P. Connaughton;ES/AL;82;5;18,1;5,4;2;0,3;1,1;0,42;0,35;0,84;0,3;0,5;1,5;5,6;0,4;1,5;49;33;105,6;103;POR;25;195,58;2;4,8;0,5;0,5;;;;;;;;;;;;;
W. Baldwin;B;7;0;11,4;5,4;1,1;0,1;0,7;0,67;0,80;0,60;0,3;0,6;1,7;5,6;0,1;1;49;33;105,6;103;POR;22;193,04;2;3;0,9;1,4;;;;;;;;;;;;;
E. Davis;P;78;0;18,9;5,3;7,4;0,7;0,5;0,58;0,00;0,67;0,4;0,8;2,4;11,4;2,3;5;49;33;105,6;103;POR;29;208,28;2,2;3,7;0,9;1,4;;;;;;;;;;;;;
Z. Collins;P;66;1;15,8;4,4;3,3;0,5;0,8;0,40;0,31;0,64;0,3;0,9;2;5,5;0,7;2,7;49;33;105,6;103;POR;20;213,36;1,7;4,4;0,4;0,6;;;;;;;;;;;;;
N. Vonleh;P;33;12;14,4;3,6;5,1;0,3;0,4;0,49;0,33;0,74;0,2;0,5;1,3;7,4;1,1;4;49;33;105,6;103;POR;22;205,74;1,4;2,9;0,7;0,9;;;;;;;;;;;;;
M. Leonard;P;33;2;7,7;3,4;2,1;0;0,5;0,59;0,42;0,82;0,2;0,3;1,1;4,9;0,4;1,8;49;33;105,6;103;POR;26;215,9;1,4;2,4;0,3;0,3;;;;;;;;;;;;;
C. Swanigan;P/AP;27;3;7;2,3;2;0,1;0,5;0,40;0,13;0,67;0,2;0,7;1,4;2,9;0,6;1,4;49;33;105,6;103;POR;21;203,2;0,9;2,2;0,4;0,7;;;;;;;;;;;;;
G. Papagiannis;P;1;0;4;2;1;0;0;1,00;0,00;0,00;2;0;0;5;1;0;49;33;105,6;103;POR;20;215,9;1;1;0;0;;;;;;;;;;;;;
J. Layman;AL/AP;34;1;4,7;1;0,5;0,1;0,3;0,30;0,20;0,67;0,2;0,1;0,4;0,9;0,1;0,3;49;33;105,6;103;POR;24;205,74;0,4;1,3;0,1;0,1;;;;;;;;;;;;;
Z. Randolph;P/AP;59;58;25,5;14,5;6,7;0,2;2,2;0,47;0,35;0,79;0,7;2;2;15,1;1,6;5,1;27;55;98,8;105,8;SAC;25;198,12;6,1;12,9;1,4;1,8;;;;;;;;;;;;;
B. Hield;ES/AL;80;13;25,3;13,5;3,8;0,3;1,9;0,45;0,43;0,88;1,1;1,6;1,9;12,5;0,7;3,2;27;55;98,8;105,8;SAC;25;193,04;5,2;11,7;0,9;1;;;;;;;;;;;;;
W. Cauley-Stein;P;73;57;28;12,8;7;0,9;2,4;0,50;0,25;0,62;1,1;1,5;2,5;16;1,8;5,2;27;55;98,8;105,8;SAC;24;213,36;5,3;10,6;2,1;3,4;;;;;;;;;;;;;
B. Bogdanovic;ES/AL;78;52;27,9;11,8;2,9;0,2;3,3;0,45;0,39;0,84;0,9;1,6;2,2;11,7;0,4;2,5;27;55;98,8;105,8;SAC;25;198,12;4,4;9,9;1,3;1,5;;;;;;;;;;;;;
D. Fox;B;73;61;27,7;11,6;2,8;0,3;4,4;0,41;0,31;0,72;1;2,4;2,2;10,4;0,5;2,3;27;55;98,8;105,8;SAC;20;190,5;4,5;10,9;1,9;2,7;;;;;;;;;;;;;
G. Hill;B/ES;43;36;26,6;10,3;2,7;0,3;2,8;0,47;0,45;0,78;0,9;1,4;1,7;11;0,5;2,2;27;55;98,8;105,8;SAC;32;190,5;3,6;7,6;1,8;2,3;;;;;;;;;;;;;
S. Labissiere;P;60;29;20,7;8,7;4,8;0,8;1,2;0,45;0,35;0,81;0,4;1,2;2,2;10,1;1,7;3,2;27;55;98,8;105,8;SAC;22;210,82;3,4;7,6;1,6;2;;;;;;;;;;;;;
G. Temple;AL;65;35;24,8;8,4;2,3;0,4;1,9;0,42;0,39;0,77;0,9;1,2;2,1;8,2;0,3;2;27;55;98,8;105,8;SAC;32;198,12;3,1;7,3;0,9;1,2;;;;;;;;;;;;;
F. Mason III;B/ES;52;2;18,9;7,9;2,5;0,2;2,8;0,38;0,36;0,82;0,7;1,3;1,4;7,9;0,6;1,9;27;55;98,8;105,8;SAC;24;180,34;2,8;7,3;1,8;2,2;;;;;;;;;;;;;
K. Koufos;P;71;12;19,6;6,7;6,6;0,5;1,2;0,57;0,00;0,45;0,7;0,7;2,1;12,1;2,1;4,5;27;55;98,8;105,8;SAC;29;213,36;3,1;5,5;0,5;1;;;;;;;;;;;;;
